pdb_id,pH,temp
1LY2,7.5,298.0
1LY3,6.0,298.0
1LY4,6.0,298.0
1LY8,6.2,277.0
1LYK,7.0,293.0
1LYQ,7.5,296.0
1LYV,6.8,298.0
1LYX,6.5,295.0
1LZ0,7.5,291.0
1LZ7,7.5,291.0
1LZI,7.5,291.0
1LZJ,7.5,291.0
1LZK,6.5,295.0
1LZL,6.4,295.0
1LZO,6.5,295.0
1LZV,7.8,277.0
1LZX,6.0,280.0
1LZZ,5.8,280.0
1M00,5.8,280.0
1M01,6.0,298.0
1M03,6.0,298.0
1M04,6.0,298.0
1M07,5.6,298.0
1M08,7.0,298.0
1M0D,7.2,291.0
1M0E,6.5,289.0
1M0I,7.2,291.0
1M0K,5.6,295.0
1M0L,5.6,295.0
1M0M,5.6,295.0
1M0S,5.0,300.0
1M0T,8.0,295.0
1M0U,6.5,294.0
1M0W,8.0,295.0
1M10,5.5,277.0
1M13,7.6,295.0
1M14,7.0,292.0
1M16,7.5,298.0
1M17,7.0,292.0
1M18,6.0,292.0
1M19,6.0,292.0
1M1A,6.0,292.0
1M1B,7.5,298.0
1M1C,7.0,293.0
1M1D,6.6,298.0
1M1E,6.5,298.0
1M1F,5.8,290.0
1M1H,5.8,291.0
1M1K,5.8,281.0
1M1L,6.0,279.0
1M1M,7.5,297.0
1M1N,8.0,298.0
1M1O,5.0,295.0
1M1S,6.5,294.0
1M1T,6.0,295.0
1M1X,6.0,278.0
1M1Y,8.0,298.0
1M1Z,8.0,296.0
1M20,7.5,293.0
1M21,7.5,289.0
1M22,7.5,289.0
1M26,7.3,298.0
1M27,5.6,297.0
1M2A,6.5,298.0
1M2G,6.0,291.0
1M2I,8.0,293.0
1M2J,6.0,291.0
1M2K,6.0,291.0
1M2M,7.5,293.0
1M2N,7.0,291.0
1M2P,8.0,293.0
1M2Q,8.0,293.0
1M2R,8.0,293.0
1M2V,7.5,273.0
1M2W,5.0,293.0
1M2Z,8.0,293.0
1M32,5.0,277.0
1M34,6.5,296.0
1M38,6.5,298.0
1M3E,8.0,294.0
1M3H,6.5,277.0
1M3I,5.4,298.0
1M3K,5.0,295.0
1M3Q,6.5,277.0
1M3S,6.5,295.0
1M3U,6.8,277.0
1M3W,7.0,300.0
1M3X,7.4,298.0
1M3Z,5.0,293.0
1M40,8.0,295.0
1M41,7.0,297.0
1M44,5.5,298.0
1M46,5.6,293.0
1M47,7.0,298.0
1M48,7.0,298.0
1M49,7.0,298.0
1M4A,7.0,298.0
1M4B,7.0,298.0
1M4C,7.0,298.0
1M4D,6.5,298.0
1M4G,6.5,298.0
1M4H,6.5,293.0
1M4I,6.5,298.0
1M4J,7.5,277.0
1M4M,7.5,277.0
1M4N,6.5,293.0
1M4R,7.5,300.0
1M4S,5.0,293.0
1M4T,5.0,293.0
1M4U,6.5,298.0
1M4V,7.0,291.0
1M4W,6.0,293.0
1M4Y,6.5,293.0
1M4Z,7.5,290.0
1M52,6.5,293.0
1M53,6.5,293.0
1M55,6.5,293.0
1M56,6.0,277.0
1M57,6.0,277.0
1M5A,6.3,300.0
1M5B,6.5,279.0
1M5E,6.5,279.0
1M5F,6.5,279.0
1M5H,7.0,277.0
1M5K,5.0,300.0
1M5N,6.0,298.0
1M5O,5.0,300.0
1M5P,5.0,300.0
1M5Q,8.0,293.0
1M5R,7.5,291.0
1M5S,6.7,277.0
1M5T,6.0,285.0
1M5U,8.0,285.0
1M5V,5.0,300.0
1M5W,7.0,297.0
1M5X,7.0,291.0
1M61,8.0,298.0
1M64,7.5,277.0
1M67,7.2,298.0
1M6D,6.0,290.0
1M6E,7.5,298.0
1M6H,6.9,277.0
1M6I,8.0,298.0
1M6J,7.0,291.0
1M6K,7.5,293.0
1M6N,7.0,299.0
1M6O,5.2,298.0
1M6S,7.5,298.0
1M6U,5.6,298.0
1M6V,7.4,277.0
1M6W,7.1,277.0
1M6X,7.0,277.0
1M6Y,6.5,277.0
1M6Z,6.6,298.0
1M70,6.6,298.0
1M71,6.5,277.0
1M72,7.5,298.0
1M73,5.3,298.0
1M74,7.0,299.0
1M75,6.5,291.0
1M76,6.5,291.0
1M78,7.5,277.0
1M79,6.5,277.0
1M7A,6.5,277.0
1M7D,6.5,277.0
1M7I,6.5,277.0
1M7J,5.6,295.0
1M7Q,7.0,298.0
1M7S,6.0,293.0
1M7U,5.6,298.0
1M7V,7.0,295.0
1M7X,7.2,277.0
1M7Y,6.5,293.0
1M7Z,7.0,295.0
1M8A,7.5,285.0
1M8D,6.0,277.0
1M8E,6.0,277.0
1M8F,8.0,298.0
1M8G,8.0,298.0
1M8H,6.0,277.0
1M8I,6.0,277.0
1M8J,8.0,298.0
1M8K,8.0,298.0
1M8N,5.2,295.0
1M8P,8.0,295.0
1M8R,7.4,293.0
1M8S,5.9,293.0
1M8V,8.0,277.0
1M8W,5.6,293.0
1M8X,5.6,293.0
1M8Y,5.6,293.0
1M8Z,5.6,278.0
1M93,6.5,293.0
1M99,5.6,298.0
1M9A,5.6,298.0
1M9B,5.6,298.0
1M9C,8.0,294.0
1M9E,8.0,294.0
1M9H,7.5,298.0
1M9I,7.4,298.0
1M9J,5.5,298.0
1M9K,5.5,298.0
1M9M,5.5,298.0
1M9N,7.2,295.0
1M9P,7.1,298.0
1M9Q,5.5,298.0
1M9R,5.5,298.0
1M9S,6.5,298.0
1M9T,6.0,277.0
1M9U,7.2,291.0
1M9Z,5.0,298.0
1MA0,7.1,277.0
1MA1,5.5,277.0
1MA3,5.5,291.0
1MA7,5.25,294.0
1MA9,6.3,277.0
1MAV,6.0,285.0
1MB0,8.0,285.0
1MB4,5.6,293.0
1MB9,8.0,296.0
1MBX,6.7,294.0
1MBY,8.0,293.0
1MBZ,8.0,296.0
1MC0,5.0,294.0
1MC1,8.0,296.0
1MC2,5.8,298.0
1MC3,6.5,291.0
1MC5,7.5,277.0
1MC8,6.0,298.0
1MC9,6.5,298.0
1MCV,6.0,293.0
1MCX,8.0,277.0
1MCZ,5.5,293.0
1MD0,6.5,298.0
1MD3,5.6,295.0
1MD4,5.4,295.0
1MD6,7.5,291.0
1MDM,5.0,298.0
1MDO,5.5,293.0
1MDU,8.0,277.0
1MDW,5.5,298.0
1MDX,5.5,293.0
1MDZ,5.5,293.0
1ME3,6.8,291.0
1ME4,6.8,291.0
1ME6,6.5,291.0
1ME7,7.5,293.0
1ME8,7.5,293.0
1ME9,7.5,293.0
1MEH,7.5,293.0
1MEI,7.5,293.0
1MEP,6.5,294.0
1MEW,7.5,293.0
1MEX,7.0,295.5
1MEY,7.8,293.0
1MEZ,7.0,298.0
1MF0,7.0,298.0
1MF1,7.0,298.0
1MF4,6.0,295.0
1MFP,7.5,294.0
1MFT,6.5,291.0
1MFW,5.0,294.0
1MG0,7.0,277.0
1MG2,5.0,295.0
1MG3,5.0,295.0
1MG4,5.0,294.0
1MG6,5.6,298.0
1MG7,7.8,277.15
1MG9,7.0,291.0
1MGO,7.0,277.0
1MGP,7.4,298.0
1MGV,7.5,294.0
1MGW,7.6,293.0
1MH0,7.6,298.0
1MH2,6.5,293.0
1MH3,5.0,298.0
1MH4,6.0,293.0
1MH7,6.5,293.0
1MH8,6.5,293.0
1MH9,5.3,293.0
1MHM,5.6,290.0
1MHP,7.4,293.0
1MHQ,7.5,293.0
1MHT,7.25,289.0
1MHX,7.5,295.0
1MI0,8.0,298.0
1MI1,7.6,277.0
1MI3,5.6,293.0
1MI4,7.0,293.0
1MI5,7.5,298.0
1MI7,7.5,295.0
1MI8,7.8,293.0
1MIQ,8.0,294.0
1MIU,8.0,277.0
1MIV,7.5,277.0
1MIW,7.5,277.0
1MIY,7.5,277.0
1MJ3,6.5,298.0
1MJ7,7.0,290.0
1MJ9,6.5,293.0
1MJA,6.5,293.0
1MJB,6.5,293.0
1MJE,5.8,277.0
1MJF,7.5,291.0
1MJG,6.5,298.0
1MJI,6.5,298.0
1MJJ,5.0,290.0
1MJT,7.4,294.0
1MJU,5.0,290.0
1MJV,5.6,293.0
1MK0,6.5,283.0
1MK1,8.0,298.0
1MK4,7.0,298.0
1MK7,7.0,277.0
1MK8,6.0,277.0
1MKD,6.5,277.0
1MKF,5.1,293.0
1MKH,6.7,297.0
1MKI,7.5,298.0
1MKJ,7.5,277.0
1MKK,5.6,293.0
1MKM,7.0,285.0
1MKO,6.4,298.0
1MKQ,6.0,277.0
1MKR,6.0,277.0
1ML2,6.0,277.0
1ML3,7.5,291.0
1ML4,6.8,292.0
1ML6,7.5,288.0
1ML7,7.5,298.0
1ML9,5.5,289.0
1MLV,6.8,298.0
1MLW,6.0,277.0
1MLY,7.5,294.0
1MLZ,7.5,294.0
1MM6,5.5,277.0
1MM7,5.5,277.0
1MM8,8.0,293.0
1MMI,6.0,298.0
1MMJ,5.0,293.0
1MMK,6.8,277.0
1MMT,6.8,277.0
1MMU,6.0,277.0
1MMV,6.0,280.0
1MMW,6.0,280.0
1MMX,6.0,277.0
1MMY,6.0,277.0
1MMZ,6.0,277.0
1MN0,6.0,277.0
1MN4,7.0,293.0
1MN6,7.6,298.0
1MN7,6.5,291.0
1MN8,7.5,293.0
1MN9,7.5,291.0
1MNA,8.0,298.0
1MNF,7.0,300.0
1MNN,7.0,293.0
1MNU,6.3,277.0
1MNZ,7.5,295.0
1MO0,5.5,293.0
1MO1,6.5,273.0
1MO3,7.0,293.0
1MO4,7.0,293.0
1MO5,7.0,293.0
1MO6,7.0,293.0
1MO9,6.5,294.0
1MOE,7.4,294.0
1MOG,7.5,295.0
1MOJ,8.0,295.0
1MOK,6.5,294.0
1MOO,7.8,277.0
1MOP,8.0,293.0
1MOU,8.0,293.0
1MOV,8.0,293.0
1MOW,6.5,298.0
1MOX,7.5,293.0
1MP0,6.9,277.0
1MP2,7.5,298.0
1MP8,5.0,293.0
1MP9,5.6,293.0
1MPL,6.8,298.0
1MPW,6.5,291.0
1MPX,6.5,298.0
1MQ2,7.5,291.0
1MQ3,7.5,291.0
1MQ5,7.5,293.0
1MQ6,7.5,293.0
1MQ9,7.0,298.0
1MQA,8.0,298.0
1MQB,7.5,293.0
1MQD,5.2,279.0
1MQE,7.5,298.0
1MQF,6.5,277.0
1MQH,5.5,277.0
1MQI,5.5,277.0
1MQJ,5.5,277.0
1MQK,6.0,277.0
1MQL,7.5,298.0
1MQM,7.5,298.0
1MQN,7.5,298.0
1MQP,5.0,293.0
1MQQ,5.0,293.0
1MQR,5.0,293.0
1MQS,7.2,293.0
1MQT,6.5,293.0
1MQV,6.0,298.0
1MQW,7.5,298.0
1MR1,7.5,295.0
1MR2,7.5,298.0
1MR3,6.5,294.0
1MR5,7.5,291.0
1MRN,6.0,290.0
1MRQ,7.5,298.0
1MRS,6.0,290.0
1MRU,8.0,277.0
1MRW,7.0,298.0
1MRX,7.0,298.0
1MRZ,7.5,293.0
1MS0,7.5,291.0
1MS1,7.5,291.0
1MS3,7.5,291.0
1MS4,7.5,291.0
1MS5,7.5,291.0
1MS6,6.5,277.2
1MS7,6.5,279.0
1MS8,7.5,291.0
1MS9,7.5,291.0
1MSM,7.0,298.0
1MSN,7.0,298.0
1MSO,6.3,298.0
1MSV,8.0,298.0
1MSW,7.0,294.0
1MT0,6.25,277.0
1MT1,7.0,298.0
1MT3,6.0,293.0
1MT5,5.0,293.0
1MT6,5.6,283.0
1MT7,6.2,298.0
1MT8,6.2,298.0
1MT9,6.2,298.0
1MTB,6.2,298.0
1MTO,6.5,291.0
1MTZ,7.5,293.0
1MU0,6.0,293.0
1MU4,6.5,297.0
1MU5,7.0,293.0
1MU6,7.3,295.0
1MU7,7.8,298.0
1MU8,7.3,295.0
1MU9,7.8,298.0
1MUF,7.0,283.0
1MUH,6.0,290.0
1MUJ,7.5,295.5
1MUK,7.8,293.0
1MUL,7.5,293.0
1MUM,8.0,291.0
1MUO,6.0,293.0
1MUQ,7.0,278.0
1MUS,7.5,290.0
1MUW,7.5,298.0
1MV5,6.2,293.0
1MV9,7.0,295.0
1MVC,7.0,295.0
1MVF,6.5,293.0
1MVH,5.2,289.0
1MVK,5.6,293.0
1MVL,6.3,293.0
1MVN,6.3,293.0
1MVO,5.8,277.0
1MVS,6.8,298.0
1MVT,6.8,298.0
1MVX,5.2,289.0
1MVY,7.0,277.0
1MW0,7.0,277.0
1MW1,7.0,277.0
1MW2,7.0,277.0
1MW3,7.0,277.0
1MW5,7.0,298.0
1MW8,5.0,287.0
1MW9,8.0,287.0
1MWA,6.8,277.16
1MWH,7.8,293.0
1MWK,6.5,291.0
1MWM,6.2,292.0
1MWO,6.5,292.0
1MWQ,5.5,295.0
1MWR,7.0,291.0
1MWS,7.0,291.0
1MWT,7.0,291.0
1MWU,7.0,291.0
1MWW,5.5,294.0
1MX0,5.5,298.0
1MX1,5.5,298.0
1MX5,5.5,298.0
1MX9,5.5,298.0
1MXD,6.5,292.0
1MXE,5.5,289.0
1MXF,6.3,293.0
1MXH,6.5,293.0
1MXR,6.0,298.0
1MXT,5.0,290.0
1MXU,6.5,277.0
1MXV,6.5,277.0
1MXW,6.5,277.0
1MXX,6.5,277.0
1MXY,6.5,277.0
1MXZ,6.5,277.0
1MY0,6.5,277.0
1MY1,6.5,277.0
1MY2,6.5,277.0
1MY3,6.5,277.0
1MY4,7.5,277.0
1MY5,7.5,291.0
1MY6,6.7,293.15
1MY7,7.5,291.0
1MZ5,6.5,293.0
1MZ6,6.5,293.0
1MZ8,6.3,298.0
1MZB,7.0,298.0
1MZC,5.5,290.0
1MZH,7.0,295.0
1MZJ,7.4,298.0
1MZN,7.0,295.0
1MZO,7.3,298.0
1MZR,7.0,293.0
1MZS,7.0,278.0
1MZU,7.0,293.0
1MZV,7.0,277.0
1MZW,6.5,294.0
1MZZ,7.5,295.0
1N00,7.0,285.0
1N04,6.0,277.0
1N05,6.5,293.0
1N06,8.0,293.0
1N07,8.0,293.0
1N08,8.0,293.0
1N0H,7.0,290.0
1N0I,7.4,298.0
1N0J,7.5,293.0
1N0N,8.0,293.0
1N0Q,7.0,293.0
1N0R,6.4,293.0
1N0T,5.2,279.0
1N0U,7.2,293.0
1N0W,7.2,291.0
1N0Y,5.0,277.0
1N11,7.5,277.0
1N13,7.0,298.0
1N18,7.5,293.0
1N19,7.5,293.0
1N1B,6.6,294.0
1N1C,6.4,277.0
1N1E,6.5,298.0
1N1F,6.9,273.0
1N1G,7.0,293.0
1N1H,7.8,293.0
1N1I,7.0,293.0
1N1J,7.5,298.0
1N1L,6.5,277.0
1N1M,8.0,293.0
1N1P,7.4,290.0
1N1Q,7.4,293.0
1N1S,7.0,291.0
1N1T,7.0,291.0
1N1V,7.0,291.0
1N1Y,7.0,291.0
1N1Z,6.6,294.0
1N20,6.6,294.0
1N21,6.6,294.0
1N22,6.6,294.0
1N23,6.6,294.0
1N24,6.6,294.0
1N25,7.6,291.0
1N26,5.6,300.0
1N28,7.4,277.0
1N29,7.5,277.0
1N2B,8.0,293.0
1N2E,8.0,293.0
1N2F,7.0,293.0
1N2G,8.0,293.0
1N2H,8.0,293.0
1N2I,8.0,293.0
1N2J,8.0,293.0
1N2K,6.6,293.0
1N2L,6.5,293.0
1N2M,7.0,298.0
1N2N,7.0,277.0
1N2O,8.0,293.0
1N2R,5.2,298.0
1N2S,8.0,298.0
1N2T,6.5,298.0
1N2X,6.5,277.0
1N31,6.5,298.0
1N32,6.5,277.0
1N33,6.5,277.0
1N34,6.5,277.0
1N35,7.8,293.0
1N36,6.5,277.0
1N38,7.8,293.0
1N39,6.5,277.0
1N3A,6.5,277.0
1N3B,6.5,293.0
1N3C,6.5,277.0
1N3E,6.5,295.0
1N3F,6.5,295.0
1N3I,8.0,291.0
1N3L,6.38,279.0
1N3N,8.0,277.0
1N3O,6.5,300.0
1N3P,6.5,293.0
1N3Q,6.5,293.0
1N3W,6.5,290.0
1N3X,6.5,290.0
1N3Y,5.0,293.0
1N40,6.3,277.0
1N48,7.0,293.0
1N4F,7.4,291.0
1N4G,6.3,277.0
1N4H,8.0,295.0
1N4J,6.2,293.0
1N4K,6.0,295.0
1N4L,6.5,277.0
1N4M,5.5,277.0
1N4O,6.5,291.0
1N4P,6.3,290.0
1N4Q,6.3,290.0
1N4R,6.3,290.0
1N4S,6.3,290.0
1N51,6.8,277.0
1N52,7.25,298.0
1N54,7.25,298.0
1N56,7.0,293.0
1N57,6.5,273.0
1N59,7.0,298.0
1N5B,7.7,291.0
1N5J,5.4,293.0
1N5K,6.0,293.0
1N5L,6.0,293.0
1N5N,6.0,298.0
1N5O,6.7,293.0
1N5Q,7.0,293.0
1N5S,7.0,293.0
1N5T,7.0,293.0
1N5U,7.5,293.0
1N5V,7.0,293.0
1N5W,7.3,279.0
1N5Y,5.6,277.0
1N5Z,7.3,298.0
1N60,7.3,281.0
1N61,7.3,281.0
1N62,7.3,281.0
1N63,7.3,281.0
1N67,5.6,295.5
1N69,5.8,295.0
1N6A,8.0,277.0
1N6B,7.0,298.0
1N6C,5.8,291.0
1N6D,6.4,290.0
1N6E,6.4,290.0
1N6F,6.4,290.0
1N6H,6.0,277.0
1N6I,6.0,298.0
1N6J,7.2,298.0
1N6K,6.0,298.0
1N6L,6.0,293.0
1N6M,6.8,291.0
1N6N,6.0,293.0
1N6O,6.0,277.0
1N6P,6.0,277.0
1N6Q,5.6,277.0
1N6R,6.0,293.0
1N6X,8.0,298.0
1N6Y,8.0,298.0
1N70,7.5,298.0
1N71,7.5,295.0
1N73,7.0,295.0
1N75,6.5,277.0
1N76,8.0,298.0
1N77,6.7,293.0
1N78,6.7,293.0
1N7D,5.3,298.0
1N7F,5.5,293.0
1N7G,6.4,298.0
1N7H,6.4,298.0
1N7I,6.25,293.0
1N7J,6.0,293.0
1N7N,6.0,298.0
1N7O,6.0,294.0
1N7P,6.0,294.0
1N7Q,6.0,298.0
1N7R,6.0,294.0
1N7S,5.5,277.0
1N7V,5.0,277.0
1N7W,7.7,293.0
1N7X,7.7,293.0
1N7Z,7.0,293.15
1N80,7.0,293.15
1N81,6.5,293.0
1N82,6.5,293.0
1N83,7.5,293.0
1N84,7.7,293.0
1N86,7.5,295.0
1N8B,7.0,293.15
1N8E,7.5,295.0
1N8K,7.0,277.0
1N8N,7.2,293.0
1N8Q,5.3,295.0
1N8R,5.8,292.0
1N8S,6.0,293.0
1N8T,7.5,294.0
1N8U,6.5,293.0
1N8V,6.5,293.0
1N8W,6.5,292.0
1N8Y,5.4,298.0
1N8Z,6.5,298.0
1N92,7.0,277.0
1N9B,7.0,293.0
1N9E,7.0,298.0
1N9G,7.0,295.0
1N9K,7.2,293.0
1N9L,7.3,293.0
1N9N,7.3,293.0
1N9O,7.3,293.0
1N9P,7.0,277.0
1N9Z,7.5,298.0
1NA0,8.0,277.0
1NA1,7.5,293.0
1NA3,8.0,277.0
1NA7,8.0,293.0
1NA8,5.6,289.0
1NAA,6.5,288.0
1NAK,6.0,298.0
1NAN,6.8,293.0
1NAQ,7.5,293.0
1NAV,5.6,293.0
1NAX,8.0,298.0
1NB0,6.5,293.0
1NB2,6.0,291.0
1NB4,5.0,291.0
1NB6,5.0,291.0
1NB7,5.0,291.0
1NB8,7.0,295.0
1NB9,6.5,293.0
1NBF,5.5,296.0
1NBH,5.6,296.0
1NBI,5.6,296.0
1NBO,8.0,293.0
1NBP,7.5,298.0
1NBQ,6.0,293.0
1NBW,6.5,298.0
1NC2,7.5,295.0
1NC4,7.5,295.0
1NC5,7.5,298.0
1NC6,7.75,298.0
1NC7,6.5,298.0
1NCW,5.6,295.0
1ND0,5.5,295.0
1ND4,6.4,277.0
1ND7,5.5,277.15
1NDB,7.5,277.0
1NDE,6.5,295.0
1NDF,8.0,277.0
1NDI,7.5,277.0
1NDJ,7.5,293.0
1NDV,6.0,293.0
1NDW,6.0,293.0
1NDY,6.0,293.0
1NDZ,6.0,293.0
1NE2,5.0,298.0
1NE4,5.5,295.5
1NE6,5.5,295.5
1NE7,7.0,291.0
1NE9,6.5,298.0
1NEG,6.5,293.0
1NEJ,7.1,298.0
1NEP,7.5,298.0
1NEX,8.0,293.0
1NEY,6.8,277.0
1NEZ,7.5,300.0
1NF0,6.8,277.0
1NF2,5.5,293.0
1NF3,6.4,293.0
1NF4,5.5,293.0
1NF5,5.5,298.0
1NF6,5.5,293.0
1NF7,8.0,277.0
1NF8,7.0,298.0
1NF9,7.0,298.0
1NFB,8.0,277.0
1NFF,7.0,296.0
1NFH,6.0,293.0
1NFQ,7.5,296.0
1NFR,7.5,296.0
1NFS,5.5,290.0
1NFU,5.7,292.0
1NFV,5.5,293.0
1NFW,5.7,292.0
1NFX,5.7,292.0
1NFY,5.7,292.0
1NG2,5.0,291.0
1NG3,7.15,295.0
1NG4,7.15,295.0
1NG5,5.6,298.0
1NG6,5.5,298.0
1NG9,7.5,297.0
1NGK,7.25,277.0
1NGM,6.5,277.0
1NGN,5.26,289.0
1NGY,7.0,298.0
1NGZ,7.0,298.0
1NH3,7.7,276.0
1NH6,7.0,283.0
1NH8,5.6,288.0
1NHE,5.5,298.0
1NHG,5.6,282.0
1NHL,7.5,298.0
1NHU,7.5,295.0
1NHV,7.5,295.0
1NHW,5.6,282.0
1NHY,6.5,279.0
1NI0,7.5,293.0
1NI3,5.6,291.0
1NI4,7.0,298.0
1NIJ,7.5,295.0
1NIK,6.3,291.0
1NIO,7.5,298.0
1NIW,5.0,298.0
1NJ1,7.5,293.0
1NJ2,7.5,293.0
1NJ4,7.0,293.0
1NJ5,7.5,293.0
1NJ6,7.5,293.0
1NJ9,5.4,296.0
1NJG,6.0,293.0
1NJH,5.6,298.0
1NJI,5.8,291.0
1NJJ,7.0,289.0
1NJK,6.0,298.0
1NJR,5.0,293.0
1NJT,7.0,293.0
1NJU,7.0,293.0
1NJW,5.8,290.0
1NJX,5.8,290.0
1NJY,5.8,290.0
1NJZ,5.8,290.0
1NK0,5.8,290.0
1NK4,5.8,290.0
1NK5,5.8,290.0
1NK6,5.8,290.0
1NK7,5.8,290.0
1NK8,5.8,290.0
1NK9,5.8,290.0
1NKB,5.8,290.0
1NKC,5.8,290.0
1NKE,5.8,290.0
1NKH,5.5,298.0
1NKI,7.0,298.0
1NKK,7.0,293.0
1NKM,7.0,293.0
1NKN,6.9,289.0
1NKT,7.5,289.0
1NKX,6.5,298.0
1NL3,7.5,289.0
1NL6,8.0,298.0
1NL7,5.0,295.0
1NL9,7.1,277.0
1NLF,8.0,291.0
1NLI,6.5,289.0
1NLJ,7.0,298.0
1NLM,6.5,298.0
1NLN,6.5,298.0
1NLQ,7.5,296.0
1NLT,7.0,300.0
1NLU,7.5,298.0
1NLV,7.5,291.0
1NLW,6.0,288.0
1NLX,6.5,278.0
1NLY,7.8,298.0
1NLZ,6.9,298.0
1NM0,6.5,277.0
1NM1,7.5,291.0
1NM2,5.4,297.0
1NM3,8.0,298.0
1NM6,7.3,298.0
1NM8,6.2,295.0
1NMD,7.5,300.0
1NMK,7.0,293.0
1NMM,5.5,298.0
1NMO,8.0,298.0
1NMP,7.5,298.0
1NMU,7.0,295.0
1NMX,8.0,293.0
1NMY,8.0,293.0
1NMZ,8.0,293.0
1NN0,8.0,293.0
1NN1,8.0,293.0
1NN3,8.0,293.0
1NN4,6.5,298.0
1NN5,8.0,293.0
1NND,7.0,293.0
1NNI,8.0,293.0
1NNK,5.5,279.0
1NNL,6.3,293.0
1NNP,5.6,279.0
1NNQ,8.0,291.0
1NNR,6.5,298.0
1NNS,6.0,291.0
1NNU,5.6,298.0
1NNW,5.6,291.0
1NNY,7.1,277.0
1NO1,5.0,290.0
1NO3,5.3,295.0
1NO4,6.5,298.0
1NO5,6.5,294.0
1NO6,7.1,277.0
1NO7,6.2,277.0
1NO9,7.0,277.0
1NOF,6.5,291.0
1NOG,7.5,295.0
1NOH,6.5,298.0
1NON,7.4,298.0
1NOP,7.8,298.0
1NOU,8.0,298.0
1NOW,8.0,298.0
1NP0,8.0,298.0
1NP3,7.0,295.0
1NP6,8.0,293.0
1NP7,6.0,295.0
1NPA,5.4,298.0
1NPB,6.5,298.0
1NPD,5.2,294.0
1NPE,7.5,298.0
1NPH,8.0,293.0
1NPI,6.0,298.0
1NPL,6.5,290.0
1NPP,7.5,291.0
1NPR,7.5,291.0
1NPU,6.5,293.0
1NPV,5.2,298.0
1NPW,5.2,298.0
1NPZ,5.5,293.0
1NQ0,7.6,277.0
1NQ1,7.6,277.0
1NQ2,7.2,277.0
1NQ3,5.6,291.0
1NQ5,7.5,293.0
1NQ6,5.5,298.0
1NQ7,8.0,293.0
1NQ9,7.4,292.0
1NQC,5.5,293.0
1NQE,6.6,293.0
1NQF,6.6,293.0
1NQG,6.6,293.0
1NQH,6.6,293.0
1NQI,5.5,298.0
1NQL,5.0,297.0
1NQM,6.45,293.0
1NQO,7.5,293.0
1NQP,6.5,277.0
1NQT,6.8,298.0
1NQU,7.5,293.0
1NQV,7.5,293.0
1NQW,6.5,293.0
1NQX,6.5,293.0
1NQY,6.0,298.0
1NQZ,6.0,293.0
1NR1,6.8,298.0
1NR2,5.6,288.0
1NR5,8.0,277.0
1NR6,7.0,298.0
1NR7,6.8,298.0
1NR9,5.2,298.0
1NRF,6.95,293.0
1NRG,7.5,298.0
1NRI,6.5,298.0
1NRJ,5.5,298.0
1NRL,7.2,295.0
1NRV,7.5,277.0
1NRW,6.2,293.0
1NRX,8.0,277.0
1NRZ,5.6,293.0
1NS0,6.0,277.0
1NS2,6.0,277.0
1NS4,6.0,277.0
1NS6,5.4,298.0
1NS7,6.0,277.0
1NS8,6.0,277.0
1NS9,7.1,298.0
1NSM,6.0,277.0
1NSR,6.0,277.0
1NSS,6.0,277.0
1NSU,6.0,277.0
1NSV,6.0,277.0
1NSW,8.0,298.0
1NSX,6.0,277.0
1NSZ,6.0,277.0
1NT0,7.0,298.0
1NT1,7.3,298.0
1NT4,6.5,293.0
1NT9,6.0,293.0
1NTE,7.0,294.0
1NTG,6.9,279.0
1NTH,7.5,277.0
1NTK,7.2,277.0
1NTM,7.2,277.0
1NTV,7.5,298.0
1NTY,7.5,277.0
1NTZ,7.2,277.0
1NU0,5.25,298.0
1NU1,7.2,277.0
1NU2,7.5,298.0
1NU3,6.0,277.0
1NU4,5.0,298.0
1NU5,7.5,277.0
1NU7,7.5,291.0
1NU9,7.5,291.0
1NUA,8.0,277.0
1NUG,7.5,288.0
1NUI,6.3,295.0
1NUO,7.6,277.0
1NUP,6.5,293.0
1NUQ,6.5,293.0
1NUR,6.5,293.0
1NUS,6.5,293.0
1NUT,6.5,293.0
1NUU,6.5,293.0
1NUX,7.4,295.0
1NUY,7.4,295.0
1NUZ,7.4,295.0
1NV0,7.4,295.0
1NV1,7.4,295.0
1NV2,7.4,295.0
1NV3,7.4,295.0
1NV4,7.4,295.0
1NV5,7.4,298.0
1NV6,7.4,295.0
1NV7,7.4,295.0
1NV9,5.5,292.0
1NVA,7.5,277.0
1NVB,8.0,277.0
1NVD,7.0,277.0
1NVE,8.0,277.0
1NVF,8.0,277.0
1NVI,7.5,295.0
1NVJ,7.5,295.0
1NVK,7.5,292.0
1NVP,6.5,295.0
1NVQ,7.5,293.0
1NVR,7.5,293.0
1NVS,7.5,293.0
1NVT,7.1,298.0
1NVU,7.5,277.0
1NVV,7.5,277.0
1NVW,7.5,277.0
1NVX,6.5,277.0
1NW1,8.0,296.0
1NW2,8.0,295.0
1NW5,7.4,298.0
1NW6,7.4,298.0
1NW7,7.4,298.0
1NW8,7.4,298.0
1NW9,8.0,293.0
1NWA,6.0,277.0
1NWE,7.4,298.0
1NWG,5.5,298.0
1NWI,7.5,296.0
1NWK,7.0,293.0
1NWL,7.0,298.0
1NWN,7.5,296.0
1NWO,7.5,277.0
1NWP,7.0,277.0
1NWQ,5.7,277.0
1NWR,5.1,277.0
1NWS,5.1,277.0
